Step,Time (s),AL (mol/cm3s),Err,O2 (mol/cm3s),Err,ALO (mol/cm3s),Err,O (mol/cm3s),Err,ALO2 (mol/cm3s),Err,AL2O2 (mol/cm3s),Err,AL2O3(S) (mol/cm3s),Err,AL2O (mol/cm3s),Err,AL(L) (mol/cm3s),Err,AL2O3(L) (mol/cm3s),Err
300,0.000300000000000001,-68.103544884515,0,-207.699892900884,0,-213.173888853541,0,206.658218521028,0,-0.177045034187728,0,-0.0112346148011288,0,0,0,-0.0382967147452291,0,0,0,140.776770715668,0
301,0.000301000000000001,-67.4860348217865,0,-206.082465399057,0,-205.81845887075,0,210.072391150629,0,-5.30472586962475,0,-0.416817620743205,0,0,0,-0.0949016467493493,0,0,0,139.816329048573,0
302,0.000302000000000001,-67.2101917233473,0,-204.910236142576,0,-210.247603509395,0,203.883029720755,0,-0.175695352697346,0,-0.0111422579608794,0,0,0,-0.0375293215329293,0,0,0,138.865416872214,0
303,0.000303000000000001,-66.6456048239357,0,-203.377807471901,0,-204.458544538466,0,206.072076908008,0,-3.96629134016445,0,-0.310451686409022,0,0,0,-0.0792762571654748,0,0,0,137.924948294858,0
304,0.000304000000000001,-66.3352984506994,0,-202.17854962498,0,-207.398378386951,0,201.152088044609,0,-0.160664731529408,0,-0.00994063369919895,0,0,0,-0.0366330339456908,0,0,0,136.993744452235,0
305,0.000305000000000001,-65.8210073289914,0,-200.727299135178,0,-203.092813556709,0,202.1815612346,0,-2.68497110961101,0,-0.208981376403332,0,0,0,-0.0643117211584467,0,0,0,136.072689095217,0
306,0.000306000000000001,-65.4778278800727,0,-199.5025620386,0,-204.607633485909,0,198.477518264734,0,-0.146634339578753,0,-0.00882723029871779,0,0,0,-0.0357685944472905,0,0,0,135.160643677526,0
307,0.000307000000000001,-65.010598106887,0,-198.12788765505,0,-201.678766806743,0,198.43273175566,0,-1.49641730940209,0,-0.115168494235695,0,0,0,-0.0504015756014269,0,0,0,134.258461181353,0
308,0.000308000000000001,-64.6373101479918,0,-196.880739606917,0,-201.873561812299,0,195.857925840195,0,-0.13373566230095,0,-0.00780410777870466,0,0,0,-0.0349354844365735,0,0,0,133.365043403511,0
309,0.000309000000000001,-64.213996074769,0,-195.578168872744,0,-200.217772785012,0,194.821695934444,0,-0.398083277090734,0,-0.028769555373737,0,0,0,-0.037516694777878,0,0,0,132.481212318587,0
310,0.000310000000000001,-63.8132921704807,0,-194.311603756621,0,-199.194708529585,0,193.291694655134,0,-0.121821718785526,0,-0.00686615192648021,0,0,0,-0.0341325225308537,0,0,0,131.605909883883,0
311,0.000311000000000001,-63.4309441415423,0,-193.076928397641,0,-198.714958362257,0,191.341576472493,0,0.615817029326962,0,0.0507081078869367,0,0,0,-0.0255922612850554,0,0,0,130.739926890634,0
312,0.000312000000000001,-63.0053380809186,0,-191.793727094308,0,-196.569503001535,0,190.777428232092,0,-0.1109157269901,0,-0.00600846244693765,0,0,0,-0.0333583677129354,0,0,0,129.882245234882,0
313,0.000313000000000001,-62.6611191166562,0,-190.622899182141,0,-197.172715388537,0,187.987843894802,0,1.54862163132461,0,0.123571406881525,0,0,0,-0.0145893457229249,0,0,0,129.033624375776,0
314,0.000314000000000001,-62.2130239023906,0,-189.325730880722,0,-193.996583057812,0,188.313627975972,0,-0.100887941332687,0,-0.00522655395418326,0,0,0,-0.0326119098463096,0,0,0,128.193085914568,0
315,0.000315000000000001,-61.90422009936,0,-188.214872125536,0,-195.593736890917,0,184.755790196343,0,2.40390839682512,0,0.190134105288056,0,0,0,-0.00446768355323002,0,0,0,127.361357874991,0
316,0.000316000000000001,-61.4359420620497,0,-186.906282380223,0,-191.474496085001,0,185.898977600134,0,-0.0917482091148543,0,-0.00451612248613631,0,0,0,-0.0318920034042094,0,0,0,126.537501303973,0
317,0.000317000000000001,-61.1599585119677,0,-185.851681606844,0,-193.980720821381,0,181.640788839263,0,3.18521605526162,0,0.250705991497625,0,0,0,0.0048129201750271,0,0,0,125.722212727371,0
318,0.000318000000000001,-60.673697431303,0,-184.534095276147,0,-189.001908714689,0,183.532140398132,0,-0.0834371740963178,0,-0.00387314056186649,0,0,0,-0.0311975481745321,0,0,0,124.914592348781,0
319,0.000319000000000001,-60.4280721086434,0,-183.532221406698,0,-192.336778113148,0,178.637966821201,0,3.89639558912469,0,0.305625237336925,0,0,0,0.0132968922844157,0,0,0,124.115305186712,0
320,0.000320000000000001,-59.9158075474512,0,-182.195250794292,0,-186.266980076079,0,181.465078340516,0,-0.347259204409824,0,-0.0248455746152796,0,0,0,-0.0335029582201969,0,0,0,123.323371946805,0
321,0.000321000000000001,-59.6914806704854,0,-181.233775444329,0,-190.080648822959,0,176.220807939573,0,4.03096389325293,0,0.315559397443023,0,0,0,0.0153625086531974,0,0,0,122.539660894,0
322,0.000322000000000001,-59.182722430094,0,-179.914556784555,0,-183.911861543598,0,179.1714989573,0,-0.320853096253927,0,-0.0227471027987903,0,0,0,-0.0326398200995754,0,0,0,121.763105457871,0
323,0.000323000000000001,-58.9846058861055,0,-178.999795749784,0,-188.421458279734,0,173.39720487646,0,4.64596109468057,0,0.362741943618755,0,0,0,0.0227449748199433,0,0,0,120.994564617141,0
324,0.000324000000000001,-58.4640772205344,0,-177.678395053372,0,-181.625167167941,0,176.903408629064,0,-0.275260898366938,0,-0.0191498761377027,0,0,0,-0.0315813179768156,0,0,0,120.232983837536,0
325,0.000325000000000001,-58.2901583087991,0,-176.807451581582,0,-186.767915464135,0,170.649205312644,0,5.22604526730545,0,0.407073118584095,0,0,0,0.0297234299068805,0,0,0,119.479217704323,0
326,0.000326000000000001,-57.5539642936395,0,-175.222336685285,0,-172.249242348772,0,180.524248366422,0,-6.465452434632,0,-0.498131697393114,0,0,0,-0.0997259546129499,0,0,0,118.732187190528,0
327,0.000327000000000001,-57.5561613582956,0,-174.58946450986,0,-183.322252180793,0,169.448035027995,0,4.20080378203481,0,0.327124715230458,0,0,0,0.0188756559509784,0,0,0,117.992804507345,0
328,0.000328000000000001,-57.0641331754097,0,-173.329413494095,0,-177.106714931354,0,172.558152182143,0,-0.253754081584958,0,-0.0174504495296722,0,0,0,-0.0302720842591953,0,0,0,117.260023627963,0
329,0.000329000000000001,-56.9320754081816,0,-172.536688765511,0,-183.295763281353,0,165.520936484521,0,6.1264457892825,0,0.475274015650327,0,0,0,0.0407512927195057,0,0,0,116.534671141756,0
330,0.000330000000000002,-56.3883838760039,0,-171.222609207034,0,-175.05932112565,0,170.327504732177,0,-0.115075347563447,0,-0.00654536469026873,0,0,0,-0.0282348070759326,0,0,0,115.816170346375,0
331,0.000331000000000002,-56.0522966678829,0,-170.180418476462,0,-173.962638069858,0,169.29940959437,0,-0.123391639481071,0,-0.0072132055244804,0,0,0,-0.028072968008928,0,0,0,115.104449362144,0
332,0.000332000000000002,-55.719728568643,0,-169.1485040728,0,-172.889918206271,0,168.269837496979,0,-0.119768432776425,0,-0.00693602881437777,0,0,0,-0.0277834400476422,0,0,0,114.399427072707,0
333,0.000333000000000002,-55.3901920159353,0,-168.126185970381,0,-171.827478595464,0,167.24973429794,0,-0.116068959180168,0,-0.0066524487467442,0,0,0,-0.02749617601512,0,0,0,113.701018410052,0
334,0.000334000000000002,-55.0636423512202,0,-167.113333873451,0,-170.774981725441,0,166.23914617856,0,-0.112473497143895,0,-0.00637766282075874,0,0,0,-0.0272131322708447,0,0,0,113.009139581994,0
335,0.000335000000000002,-54.7400419265044,0,-166.109828701243,0,-169.732316731181,0,165.237937475669,0,-0.108964521377501,0,-0.00611215172175089,0,0,0,-0.02693439021823,0,0,0,112.323708131471,0
336,0.000336000000000002,-54.4193561598552,0,-165.115555211902,0,-168.69931408282,0,164.246037155669,0,-0.105585652705471,0,-0.00585512359329632,0,0,0,-0.0266598448506556,0,0,0,111.644642916134,0
337,0.000337000000000002,-54.1015487945794,0,-164.130397802219,0,-167.675889194312,0,163.263291859644,0,-0.102298493836173,0,-0.00560648031720068,0,0,0,-0.026389361184556,0,0,0,110.971864082866,0
338,0.000338000000000002,-53.7865851739309,0,-163.154243608937,0,-166.66188948151,0,162.289619499872,0,-0.0991333871386644,0,-0.00536612472867726,0,0,0,-0.0261228925955947,0,0,0,110.305293038614,0
339,0.000339000000000002,-53.4744298092242,0,-162.186980873346,0,-165.657253742155,0,161.324852662592,0,-0.096033531845606,0,-0.00513351901482512,0,0,0,-0.0258603730471805,0,0,0,109.644852433675,0
340,0.000340000000000002,-53.1650502004014,0,-161.228501072153,0,-164.661809642545,0,160.368935333595,0,-0.0930512469099227,0,-0.00490886070722557,0,0,0,-0.0256017257925123,0,0,0,108.990466131428,0
341,0.000341000000000002,-52.8584122870081,0,-160.278696211055,0,-163.675490589526,0,159.421712589044,0,-0.0901385091606244,0,-0.00469162747218027,0,0,0,-0.025346867449116,0,0,0,108.342059187769,0
342,0.000342000000000002,-52.5544839501293,0,-159.337460450828,0,-162.698125896764,0,158.483134202827,0,-0.0873508231137663,0,-0.00448175340844775,0,0,0,-0.0250957417010795,0,0,0,107.699557830113,0
343,0.000343000000000002,-52.2532329025326,0,-158.40469045192,0,-161.729655621046,0,157.553046236785,0,-0.0846359329025717,0,-0.00427893891069547,0,0,0,-0.0248482651368249,0,0,0,107.062889432288,0
344,0.000344000000000002,-51.9546258342449,0,-157.480280447751,0,-160.76995827999,0,156.631354080067,0,-0.0820059136811437,0,-0.00408308229330639,0,0,0,-0.0246043993101921,0,0,0,106.431982495561,0
345,0.000345000000000002,-51.6586333283205,0,-156.56413208507,0,-159.818935532613,0,155.717948380294,0,-0.0794482245798065,0,-0.00389402318507009,0,0,0,-0.0243640600820072,0,0,0,105.806766626024,0
346,0.000346000000000002,-51.3652218091491,0,-155.656142337248,0,-158.876450501034,0,154.812758389741,0,-0.0769952410102661,0,-0.00371153534661323,0,0,0,-0.0241272028360981,0,0,0,105.18717251378,0
347,0.000347000000000002,-51.074364363849,0,-154.75621769391,0,-157.942443180655,0,153.915643839057,0,-0.0745984447353436,0,-0.00353520526468704,0,0,0,-0.0238937148824334,0,0,0,104.573131914767,0
348,0.000348000000000002,-50.7860280704071,0,-153.864257395267,0,-157.016759158214,0,153.026555588706,0,-0.0723100898496654,0,-0.00336537692815975,0,0,0,-0.0236635925539304,0,0,0,103.964577628718,0
349,0.000349000000000002,-50.5001843876769,0,-152.980168124661,0,-156.099363366166,0,152.145334615847,0,-0.0700629796243675,0,-0.00320137074850546,0,0,0,-0.0234367439697962,0,0,0,103.361443481452,0
350,0.000350000000000002,-50.2168047875145,0,-152.103856002912,0,-155.190107667994,0,151.271933532293,0,-0.0679037352664977,0,-0.00304309281618798,0,0,0,-0.0232131165394094,0,0,0,102.763664304743,0
351,0.000351000000000002,-49.9358599262007,0,-151.235228354111,0,-154.288906823604,0,150.406246573183,0,-0.0658183759399549,0,-0.00289069131240055,0,0,0,-0.0229926652973518,0,0,0,102.171175919482,0
352,0.000352000000000002,-49.6573216220536,0,-150.374194219708,0,-153.395683771888,0,149.548163001348,0,-0.0637866059531262,0,-0.00274380888092185,0,0,0,-0.0227753065701108,0,0,0,101.583915115398,0
353,0.000353000000000002,-49.381162110392,0,-149.52066354081,0,-152.510301706083,0,148.697633066573,0,-0.0618487584468284,0,-0.0026023184421427,0,0,0,-0.0225610285997391,0,0,0,101.001819634503,0
354,0.000354000000000002,-49.1073538774778,0,-148.674548987299,0,-151.632692106986,0,147.854544807645,0,-0.0599785953078964,0,-0.0024661374524933,0,0,0,-0.0223497287224745,0,0,0,100.424828156061,0
355,0.000355000000000002,-48.8358702885198,0,-147.835762975737,0,-150.76279404405,0,147.018777745889,0,-0.0581437360194599,0,-0.00233485887251789,0,0,0,-0.0221413799590664,0,0,0,99.8528802731264,0
356,0.000356000000000002,-48.5666842533824,0,-147.004219442606,0,-149.900460386316,0,146.190301435397,0,-0.0563992257247889,0,-0.00220861533902955,0,0,0,-0.0219359370530583,0,0,0,99.2859164851038,0
357,0.000357000000000002,-48.2997688125286,0,-146.179834101349,0,-149.045638451536,0,145.368995752512,0,-0.0547078838471862,0,-0.002087248966745,0,0,0,-0.0217333492910257,0,0,0,98.7238781722135,0
358,0.000358000000000002,-48.035099801857,0,-145.362525003031,0,-148.19823670144,0,144.554779397996,0,-0.0530703155380508,0,-0.00197063873417286,0,0,0,-0.0215335367975058,0,0,0,98.1667075849493,0
359,0.000359000000000002,-47.7726502213673,0,-144.55220837146,0,-147.358150098884,0,143.747587480349,0,-0.0515052928323314,0,-0.00185851475832377,0,0,0,-0.0213365063682431,0,0,0,97.6143478276684,0
360,0.000360000000000002,-47.5123963130721,0,-143.748804841191,0,-146.525315738599,0,142.947316148014,0,-0.0499877892652449,0,-0.00175076209616615,0,0,0,-0.0211421639978653,0,0,0,97.0667428465623,0
361,0.000361000000000002,-47.2543114401725,0,-142.952233780175,0,-145.699658956622,0,142.153876864758,0,-0.048508621189626,0,-0.00164742772780113,0,0,0,-0.0209504699450918,0,0,0,96.5238374066648,0
362,0.000362000000000002,-46.9983730182376,0,-142.162417462096,0,-144.881056411989,0,141.367228682525,0,-0.0471052674020171,0,-0.00154832951053363,0,0,0,-0.0207614062528592,0,0,0,95.9855770845774,0
363,0.000363000000000002,-46.7445552540997,0,-141.379277270287,0,-144.069447062126,0,140.587273887877,0,-0.0457577483164044,0,-0.00145332258518488,0,0,0,-0.0205748960288474,0,0,0,95.4519082508851,0
364,0.000364000000000002,-46.4928358302501,0,-140.602738874033,0,-143.264747750059,0,139.813939063389,0,-0.0444661235472381,0,-0.00136228484002504,0,0,0,-0.0203909206029493,0,0,0,94.9227780573713,0
365,0.000365000000000002,-46.2431906221588,0,-139.832726391032,0,-142.466915167376,0,139.047112536126,0,-0.0431942087021042,0,-0.00127500947406523,0,0,0,-0.0202094119449612,0,0,0,94.3981344205375,0
366,0.000366000000000002,-45.9955972215038,0,-139.069166203961,0,-141.675815874966,0,138.286773844706,0,-0.0419950177762161,0,-0.00119160928699841,0,0,0,-0.0200303465389879,0,0,0,93.877926012949,0
367,0.000367000000000002,-45.7500319259599,0,-138.311984281987,0,-140.891415331343,0,137.532807202758,0,-0.0408264943926469,0,-0.00111168896618702,0,0,0,-0.0198536824173061,0,0,0,93.3621022472315,0
368,0.000368000000000002,-45.5064723813352,0,-137.561108589172,0,-140.113605145904,0,136.785171339523,0,-0.0397191828763823,0,-0.00103552958605924,0,0,0,-0.0196793778595747,0,0,0,92.8506132625035,0
369,0.000369000000000002,-45.2648973945437,0,-136.816470311955,0,-139.342338406118,0,136.043770005688,0,-0.0386440573036992,0,-0.000962617146771871,0,0,0,-0.019507367425831,0,0,0,92.3434099135555,0
370,0.000370000000000002,-45.0252840132389,0,-136.077996781096,0,-138.577510561271,0,135.308559019347,0,-0.0376309097571408,0,-0.000893327476030714,0,0,0,-0.0193376848765183,0,0,0,91.840443754486,0
371,0.000371000000000003,-44.7876111507247,0,-135.34562106058,0,-137.81908859593,0,134.579433190195,0,-0.0366394709267297,0,-0.000827203841050506,0,0,0,-0.0191702192678349,0,0,0,91.3416670318996,0
372,0.000372000000000003,-44.5518580317942,0,-134.619274461642,0,-137.066969205633,0,133.856353036501,0,-0.0356997628982043,0,-0.000764230570975355,0,0,0,-0.0190049435768742,0,0,0,90.8470326743104,0
373,0.000373000000000003,-44.3180033297027,0,-133.898890584707,0,-136.321100050097,0,133.139234287426,0,-0.0347925826218045,0,-0.000704427262413432,0,0,0,-0.0188418632169487,0,0,0,90.3564942716903,0
374,0.000374000000000003,-44.0860264997011,0,-133.184402408078,0,-135.581394298754,0,132.428025675666,0,-0.0339343336030851,0,-0.00064760539360792,0,0,0,-0.0186809014849132,0,0,0,89.8700060729078,0
375,0.000375000000000003,-43.8559071281178,0,-132.475745774806,0,-134.847784327836,0,131.722662235579,0,-0.0331228234094709,0,-0.000593786116968864,0,0,0,-0.0185220417624805,0,0,0,89.3875229675609,0
376,0.000376000000000003,-43.627624268065,0,-131.772855076939,0,-134.12023732199,0,131.023043561079,0,-0.0323234173054914,0,-0.000542715982097541,0,0,0,-0.0183652611885918,0,0,0,88.9090004808511,0
377,0.000377000000000003,-43.4011595973733,0,-131.075669113547,0,-133.398645405972,0,130.329148069001,0,-0.0315746994559021,0,-0.000494411047278542,0,0,0,-0.0182104988634819,0,0,0,88.4343947613112,0
378,0.000378000000000003,-43.1764928286095,0,-130.384123522788,0,-132.68295102303,0,129.640901887962,0,-0.0308679794050022,0,-0.000448905985208359,0,0,0,-0.0180577434512088,0,0,0,87.9636625649585,0
379,0.000379000000000003,-42.9536048113437,0,-129.698157358915,0,-131.973104804673,0,128.958228726849,0,-0.0301870282692533,0,-0.000405981278878642,0,0,0,-0.0179069522419013,0,0,0,87.4967612556637,0
380,0.000380000000000003,-42.7324765435898,0,-129.017710236833,0,-131.269023268697,0,128.281087324609,0,-0.0295502676678581,0,-0.00036565611449485,0,0,0,-0.0177580885210773,0,0,0,87.0336487846129,0
381,0.000381000000000003,-42.5130887867091,0,-128.342721523717,0,-130.570651644305,0,127.609408618801,0,-0.0289491781865081,0,-0.000327745711562022,0,0,0,-0.0176111348991981,0,0,0,86.5742836852109,0
382,0.000382000000000003,-42.2954230020442,0,-127.673132164404,0,-129.877950674209,0,126.943109998119,0,-0.0283597994113336,0,-0.000292257995294032,0,0,0,-0.0174660661141388,0,0,0,86.1186250619415,0
383,0.000383000000000003,-42.0794614448653,0,-127.008884841576,0,-129.190840898888,0,126.282151840787,0,-0.0277990226057625,0,-0.000259069568816883,0,0,0,-0.017322833678918,0,0,0,85.6666325864273,0
384,0.000384000000000003,-41.865096745098,0,-126.349881293252,0,-128.51231816004,0,125.624015152264,0,-0.0247826795301194,0,-2.02447399992867e-05,0,0,0,-0.0171571657992899,0,0,0,85.2182762028732,0
385,0.000385000000000003,-41.6445581752048,0,-125.6861389447,0,-127.59199224059,0,125.173991340916,0,-0.239063309201583,0,-0.0162490574246213,0,0,0,-0.0193678812793223,0,0,0,84.7734238012022,0
386,0.000386000000000003,-41.4338026109141,0,-125.037810815498,0,-126.927997632933,0,124.523163697117,0,-0.23267965251793,0,-0.0157666835020168,0,0,0,-0.0191641718993196,0,0,0,84.332170803584,0
387,0.000387000000000003,-41.230522749885,0,-124.401725165546,0,-126.451889005587,0,123.726818357072,0,-0.0653263215579045,0,-0.00317445618626583,0,0,0,-0.0171960254956502,0,0,0,83.894239520197,0
388,0.000388000000000003,-41.0244376879533,0,-123.765329023823,0,-125.836206255383,0,123.055366632714,0,-0.0257738787051096,0,-0.00014694419904876,0,0,0,-0.0166358752321685,0,0,0,83.4599917304519,0
389,0.000389000000000003,-40.8177370519098,0,-123.130903206766,0,-125.152008706144,0,122.448821686442,0,-0.0504930891972464,0,-0.00208450005566918,0,0,0,-0.0167684203479439,0,0,0,83.0289723440292,0
390,0.000390000000000003,-40.6107192090068,0,-122.499074608088,0,-124.434992506677,0,121.877999923609,0,-0.109033049062802,0,-0.00652983790141254,0,0,0,-0.0172804561734665,0,0,0,82.6011826764484,0
391,0.000391000000000003,-40.4073810413494,0,-121.874748390168,0,-123.783966448482,0,121.262097265567,0,-0.113949447986528,0,-0.00690333412219835,0,0,0,-0.0172080591873964,0,0,0,82.1767598622188,0
392,0.000392000000000003,-40.2058346009932,0,-121.255582820624,0,-123.145256548944,0,120.6451044551,0,-0.112509713717074,0,-0.00680028573012936,0,0,0,-0.0170677906571655,0,0,0,81.7556685082146,0
393,0.000393000000000003,-40.0058387169993,0,-120.641240986064,0,-122.511936488658,0,120.032617420481,0,-0.110772923444358,0,-0.00667385723561315,0,0,0,-0.0169254181528231,0,0,0,81.337873339939,0
394,0.000394000000000003,-39.8073637139446,0,-120.031655529514,0,-121.883593400269,0,119.424879770563,0,-0.109056438315875,0,-0.00654829589338868,0,0,0,-0.0167844703391893,0,0,0,80.9233395424972,0
395,0.000395000000000003,-39.61039384098,0,-119.426777331159,0,-121.260174785891,0,118.821839149601,0,-0.107356229641596,0,-0.0064251980398698,0,0,0,-0.0166451375407632,0,0,0,80.5120327638367,0
396,0.000396000000000003,-39.4149145415174,0,-118.826556457207,0,-120.641598720277,0,118.223473725079,0,-0.105701820156099,0,-0.00630420692440825,0,0,0,-0.0165073600364849,0,0,0,80.1039191079363,0
397,0.000397000000000003,-39.2209083298408,0,-118.230943180621,0,-120.027826445129,0,117.629723498651,0,-0.104081766999172,0,-0.00618568428154181,0,0,0,-0.0163711722416338,0,0,0,79.6989651275074,0
398,0.000398000000000003,-39.0283630402282,0,-117.63989380002,0,-119.418837833813,0,117.040513498073,0,-0.10246328328536,0,-0.00606920995899529,0,0,0,-0.0162365282012615,0,0,0,79.2971378168237,0
399,0.000399000000000003,-38.8372612170673,0,-117.053356517106,0,-118.814555814143,0,116.455819229938,0,-0.100875368347118,0,-0.00595505416622194,0,0,0,-0.0161033508047694,0,0,0,78.8984046047496,0
400,0.000400000000000003,-38.6475901160948,0,-116.471288101748,0,-118.214903004986,0,115.875625195756,0,-0.0993441726468234,0,-0.0058429843242645,0,0,0,-0.0159717165515758,0,0,0,78.5027333477396,0
401,0.000401000000000003,-38.4593342314537,0,-115.893641276285,0,-117.61990364329,0,115.299812233221,0,-0.0977977447048204,0,-0.00573300394977772,0,0,0,-0.0158415094629163,0,0,0,78.1100923231371,0
402,0.000402000000000003,-38.2724790830229,0,-115.320369837806,0,-117.029446870403,0,114.728396221603,0,-0.0962986502042469,0,-0.00562512196671394,0,0,0,-0.015712798704044,0,0,0,77.7204502224856,0
403,0.000403000000000003,-38.087012050858,0,-114.751430524513,0,-116.443465793993,0,114.161352136052,0,-0.094864793910773,0,-0.00551931451794258,0,0,0,-0.0155855110642733,0,0,0,77.3337761449632,0
404,0.000404000000000003,-37.9029176973707,0,-114.18677900359,0,-115.862016848489,0,113.598535854748,0,-0.0933947361882588,0,-0.00541534986424769,0,0,0,-0.0154596001812024,0,0,0,76.9500395910693,0
405,0.000405000000000003,-37.7201833412588,0,-113.626370824873,0,-115.284966443733,0,113.039987185113,0,-0.0919744420377953,0,-0.00531323364147118,0,0,0,-0.0153351091285003,0,0,0,76.5692104562847,0
406,0.000406000000000003,-37.5387948554198,0,-113.070163747296,0,-114.712297777229,0,112.485636606578,0,-0.0905749843210657,0,-0.00521322438126948,0,0,0,-0.0152119920239784,0,0,0,76.1912590248904,0
407,0.000407000000000003,-37.358739049258,0,-112.518115226179,0,-114.143958517553,0,111.935449312873,0,-0.0892040770805664,0,-0.00511493860551193,0,0,0,-0.0150902033783495,0,0,0,75.8161559639295,0
408,0.000408000000000003,-37.180002464057,0,-111.970182253048,0,-113.579911388892,0,111.38937405905,0,-0.0878541166176632,0,-0.00501855009257207,0,0,0,-0.0149697823653696,0,0,0,75.4438723172411,0
409,0.000409000000000003,-37.0025722091085,0,-111.426324479282,0,-113.02009647026,0,110.847387796415,0,-0.0865411999478169,0,-0.00492390649627222,0,0,0,-0.0148506534169428,0,0,0,75.0743794995715,0
410,0.000410000000000003,-36.8264354571604,0,-110.886501783505,0,-112.464530190981,0,110.309391392096,0,-0.0852053931507442,0,-0.004830950324334,0,0,0,-0.0147328199673211,0,0,0,74.7076492909376,0
411,0.000411000000000003,-36.6515798381833,0,-110.350672148168,0,-111.913084400666,0,109.775425447666,0,-0.0839311026684157,0,-0.00473987784004959,0,0,0,-0.014616282278439,0,0,0,74.3436538308773,0
412,0.000412000000000004,-36.4779915417032,0,-109.818795742467,0,-111.36577120515,0,109.245399110164,0,-0.082665803101051,0,-0.00465031506548436,0,0,0,-0.0145010230626212,0,0,0,73.9823656131051,0
413,0.000413000000000004,-36.3056599065968,0,-109.290834035724,0,-110.822502360304,0,108.719317266862,0,-0.0814535700294243,0,-0.0045625732394855,0,0,0,-0.0143869881576393,0,0,0,73.6237574798621,0
414,0.000414000000000004,-36.1345709561407,0,-108.766748139635,0,-110.283342650863,0,108.197039573484,0,-0.0801910423051737,0,-0.00447611691210864,0,0,0,-0.014274175191531,0,0,0,73.2678026167579,0
415,0.000415000000000004,-35.9647143638515,0,-108.246499530971,0,-109.748100962786,0,107.678672860396,0,-0.0790253038278337,0,-0.00439163819935634,0,0,0,-0.0141625940450467,0,0,0,72.9144745474772,0
416,0.000416000000000004,-35.7960761584167,0,-107.730049895123,0,-109.216863254276,0,107.164057821121,0,-0.0778334813292929,0,-0.00430851787265274,0,0,0,-0.0140521635767072,0,0,0,72.5637471284602,0
417,0.000417000000000004,-35.6286465909119,0,-107.21736298129,0,-108.689517577862,0,106.653227109821,0,-0.0766852307461647,0,-0.00422689609659666,0,0,0,-0.0139429483679123,0,0,0,72.2155945442243,0
418,0.000418000000000004,-35.4624119847905,0,-106.708399966359,0,-108.166079213879,0,106.146089847257,0,-0.0755280771077196,0,-0.00414678839771809,0,0,0,-0.0138348757463973,0,0,0,71.8699913020325,0
419,0.000419000000000004,-35.297362585352,0,-106.203125895932,0,-107.64645689982,0,105.642661751571,0,-0.074412730438894,0,-0.00406816132475463,0,0,0,-0.0137279581249459,0,0,0,71.5269122272551,0
420,0.000420000000000004,-35.1334857855607,0,-105.701503496617,0,-107.130643282631,0,105.142876126686,0,-0.0733095617743658,0,-0.00399095903584018,0,0,0,-0.0136221843713429,0,0,0,71.1863324583901,0
421,0.000421000000000004,-34.9707709999819,0,-105.203498857096,0,-106.618583308435,0,104.646717094521,0,-0.0722353368552291,0,-0.00391510604919676,0,0,0,-0.0135175139294006,0,0,0,70.8482274426148,0
422,0.000422000000000004,-34.8092067594356,0,-104.70907516405,0,-106.110268313416,0,104.154118178884,0,-0.0711614854834721,0,-0.00384070773602391,0,0,0,-0.0134139441797743,0,0,0,70.5125729310835,0
423,0.000423000000000004,-34.6487828595143,0,-104.218199139461,0,-105.605624414492,0,103.665083557732,0,-0.070124573940447,0,-0.00376758860962462,0,0,0,-0.0133114615164232,0,0,0,70.1793449740993,0
424,0.000424000000000004,-34.489486924518,0,-103.730834605172,0,-105.104656014484,0,103.179537386961,0,-0.0690850805635392,0,-0.00369584454936966,0,0,0,-0.013210062548751,0,0,0,69.8485199168808,0
425,0.000425000000000004,-34.3313094835043,0,-103.246949207038,0,-104.607299446486,0,102.697474413317,0,-0.0680695673316194,0,-0.00362545749528825,0,0,0,-0.0131096892146161,0,0,0,69.5200743953709,0
426,0.000426000000000004,-34.1742393441529,0,-102.766507677734,0,-104.113499417179,0,102.218878814551,0,-0.0670985183009236,0,-0.00355630848850086,0,0,0,-0.0130103833798785,0,0,0,69.1939853316848,0
427,0.000427000000000004,-34.0182661793508,0,-102.289479468018,0,-103.623286594719,0,101.743656902679,0,-0.0661061801458231,0,-0.00348834847471352,0,0,0,-0.0129121042846236,0,0,0,68.8702299298674,0
428,0.000428000000000004,-33.8633798675808,0,-101.815829871222,0,-103.13658530118,0,101.271812741672,0,-0.0651333774366236,0,-0.00342156012706529,0,0,0,-0.0128148387011606,0,0,0,68.5487856719271,0
429,0.000429000000000004,-33.6213682562547,0,-101.232133399695,0,-99.6066477704037,0,103.320539551183,0,-2.74958479508324,0,-0.198491906097701,0,0,0,-0.0423257350339554,0,0,0,68.2296180520024,0
430,0.000430000000000004,-33.5563321783191,0,-100.877912782133,0,-102.159353682802,0,100.349810833743,0,-0.0758014214748357,0,-0.00421897626202233,0,0,0,-0.0127606780588394,0,0,0,67.9127232956188,0
431,0.000431000000000004,-33.3165971942711,0,-100.300985362381,0,-98.6396325439923,0,102.40268627884,0,-2.7576226425134,0,-0.198899267633927,0,0,0,-0.0422422180708963,0,0,0,67.5980676760933,0
432,0.000432000000000004,-33.2539935811451,0,-99.9537281896919,0,-101.209939766563,0,99.4292587600303,0,-0.0740113458428766,0,-0.00409602684929039,0,0,0,-0.0125735052133678,0,0,0,67.2856418788379,0
